case,task,task_version,system,display_system,trial_id,answer_sha256,config_id,requested_model,observed_model_ids,source_priority,current_status,current_judge_label,status,selected_judge_label,selected_judge_commit,code_identity,fallback_relation,criterion_scores,original_points,focus50_points,focus60_points,focus70_points,passing_original,passing50,passing60,passing70,receipt,previous_snapshot_record,technical_reason
B1-qwen-R06,B1,new6-b1-v2,qwen,Qwen 3.8,NEW6-B-RETAIL-CLOSE-001-QWEN-R06__MnV8uz7,4b5a9f0b03498de2856426059dd6a5a8a7fd9c6d1c1792e12c660752535c4496,65581815cf47cb5d,openai/qwen3.8-max,,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-qwen-R07,B1,new6-b1-v2,qwen,Qwen 3.8,N6GPAR-B1-QWEN-R07__v9DZcQj,018ab1b94bbeefd0c7af70963344311d3f68fb3df457e4e9dfd77651eae45fd9,8bc199823babfb1b,openai/qwen3.8-max,,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-qwen-R08,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__SogAnJ9,b6393015c9f8ce988c953cc0777dce32dee3c519731be504f7eed32da2ad2ec2,65581815cf47cb5d,openai/qwen3.8-max,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0"", ""R002"": ""0.04"", ""R003"": ""0.9795918367346938775510204082"", ""R004"": ""0.7272727272727272727272727273"", ""R005"": ""0.9615384615384615384615384615"", ""R006"": ""1""}",45.458156129584701013272441845,51.7510291905896301500697105107692307692307692308,55.9462778979262495746012229546153846153846153846,60.1415266052628689991327353984615384615384615385,False,False,False,False,receipts/C2-qwen-R08.json,,
A2-qwen-R02,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__SzVK5gp,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-qwen-R08,B1,new6-b1-v2,qwen,Qwen 3.8,N6B1IMAGE-B1-QWEN-R08__Xzy5iEG,0e5731f9e61ed039ffbe1a81ef57a2bf199f559d2c880a31e408e9380f6b5eb0,a568e2740c218e2f,openai/qwen3.8-max,,NEW_COMPLETED_TRIAL_FIXED_34374,JUDGE_ERROR,,JUDGE_ERROR,,34374f08f331e7184010c40b401f1630a49df394,IMMUTABLE_COMMIT,,,,,,,,,,,receipts/B1-qwen-R08.json,"{""case"": ""B1-qwen-R08"", ""task"": ""B1"", ""task_version"": ""new6-b1-v2"", ""system"": ""qwen"", ""display_system"": ""Qwen 3.8"", ""trial_id"": ""N6B1IDLE-B1-QWEN-R08__8HqKrVp"", ""answer_sha256"": null, ""config_id"": ""43e4a9c77eff4d0f"", ""requested_model"": ""openai/qwen3.8-max"", ""observed_model_ids"": """", ""source_priority"": ""UNSCORED"", ""current_status"": ""RUN_OR_COLLECTION_PENDING"", ""current_judge_label"": ""new6-b1-reader-v2.5-declared-traceability"", ""status"": ""RUN_OR_COLLECTION_PENDING"", ""selected_judge_label"": null, ""selected_judge_commit"": null, ""code_identity"": ""LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED"", ""fallback_relation"": null, ""criterion_scores"": null, ""original_points"": null, ""focus50_points"": null, ""focus60_points"": null, ""focus70_points"": null, ""passing_original"": null, ""passing50"": null, ""passing60"": null, ""passing70"": null, ""receipt"": null}",Uncached or unsupported formula at Reconciliation!C12
C2-qwen-R03,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__8jCvfpU,6cc1e8135a1a80854c6b0a0d8a0e5a33efa55e6d44a4a63e42681ea9b1c5b305,65581815cf47cb5d,openai/qwen3.8-max,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""0"", ""R004"": ""0"", ""R005"": ""0.03846153846153846153846153846"", ""R006"": ""0.9615384615384615384615384615""}",49.9999999999999999999999999998,38.4615384615384615384615384613846153846153846154,30.7692307692307692307692307691076923076923076923,23.0769230769230769230769230768307692307692307692,False,False,False,False,receipts/C2-qwen-R03.json,,
C2-qwen-R02,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6BUDGET-C2-QWEN-R02__pD2mpY9,,e5c00a4b8d2c76fd,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-usps-facts-v2.4-natural-quote-layouts,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-qwen-R02,B1,new6-b1-v2,qwen,Qwen 3.8,N6GPAR-B1-QWEN-R02__GFrXsBh,9f45ca0754ad9fb0c5cb178d24373ca717dbb9d93a009e9bdf837784e6b07884,8bc199823babfb1b,openai/qwen3.8-max,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b1-reader-v2.5-declared-traceability,SCORED,new6-b1-reader-v2.5-declared-traceability,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""1.0"", ""R005"": ""1.0"", ""R006"": ""1.0"", ""R007"": ""1.0"", ""R008"": ""1.0""}",100,100,100,100,True,True,True,True,receipts/B1-qwen-R02.json,,
C2-qwen-R06,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__kfEkG6y,9b61bb7b40d0f9e705a352502cc110dcdd44b7f6e865b3fe6079a70437af0b68,65581815cf47cb5d,openai/qwen3.8-max,,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,release_lock:new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""0"", ""R004"": ""0"", ""R005"": ""0.8076923076923076923076923077"", ""R006"": ""1""}",54.0384615384615384615384615385,41.568047337278106508875739645,33.254437869822485207100591716,24.940828402366863905325443787,False,False,False,False,receipts/C2-qwen-R06.json,,
A1-qwen-R08,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,N6A1STREAM-A1-QWEN-R08__HWE5zEr,da2a3d1136ec7bc67e4ef09fa795f27f38dff87fe11a1ad43ac951e65ee9417b,a568e2740c218e2f,openai/qwen3.8-max,,NEW_COMPLETED_TRIAL_FIXED_34374,SCORED,new6-a1-offline-v1.4-base-controls,SCORED,new6-a1-offline-v1.4-base-controls,34374f08f331e7184010c40b401f1630a49df394,IMMUTABLE_COMMIT,,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R006"": ""0.8"", ""R004"": ""1.0"", ""R005"": ""1.0""}",99,99.2307692307692307692307692307692307692307692308,99.3846153846153846153846153846153846153846153846,99.5384615384615384615384615384615384615384615385,True,True,True,True,receipts/A1-qwen-R08.json,"{""case"": ""A1-qwen-R08"", ""task"": ""A1"", ""task_version"": ""new6-a1-v1.1-historical-rate"", ""system"": ""qwen"", ""display_system"": ""Qwen 3.8"", ""trial_id"": ""N6SIX-A1-QWEN-R08__zcELTXw"", ""answer_sha256"": null, ""config_id"": ""4e076136e05655d9"", ""requested_model"": ""openai/qwen3.8-max"", ""observed_model_ids"": """", ""source_priority"": ""UNSCORED"", ""current_status"": ""RUN_OR_COLLECTION_PENDING"", ""current_judge_label"": ""new6-a1-v1.3-proven-formula-defects"", ""status"": ""RUN_OR_COLLECTION_PENDING"", ""selected_judge_label"": null, ""selected_judge_commit"": null, ""code_identity"": ""LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED"", ""fallback_relation"": null, ""criterion_scores"": null, ""original_points"": null, ""focus50_points"": null, ""focus60_points"": null, ""focus70_points"": null, ""passing_original"": null, ""passing50"": null, ""passing60"": null, ""passing70"": null, ""receipt"": null}",
A2-qwen-R08,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__h79kPaS,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A2-qwen-R07,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__Pvf4onL,,65581815cf47cb5d,openai/qwen3.8-max,,UNSCORED,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A2-qwen-R06,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__XeQo52h,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-qwen-R01,B1,new6-b1-v2,qwen,Qwen 3.8,N6GRAMMAR-B1-QWEN-R01__SrhXusU,5eff0fe8b24c3706e2663c627fd78997f1be5c77df924b5760dccd3935835dd5,43e4a9c77eff4d0f,openai/qwen3.8-max,,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-qwen-R05,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__VRwZ5X2,e0f017b34058a27b47c9fd0d393109d901125baedd7ca2c3ff5f9971e4980d99,65581815cf47cb5d,openai/qwen3.8-max,,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,release_lock:new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""0"", ""R004"": ""0"", ""R005"": ""0.6538461538461538461538461538"", ""R006"": ""1""}",53.269230769230769230769230769,40.9763313609467455621301775146153846153846153846,32.7810650887573964497041420116923076923076923077,24.5857988165680473372781065087692307692307692308,False,False,False,False,receipts/C2-qwen-R05.json,,
A2-qwen-R04,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__PFoKc4n,7f34425e01acb47529a65031d4ef87956ba93b0aac73383890977e49e8481bf5,65581815cf47cb5d,openai/qwen3.8-max,,UNSCORED,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A2-qwen-R01,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__QYQEFZw,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-qwen-R06,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,NEW6-A-FIN-RESTORE-001-QWEN-R06__APhqSLY,,65581815cf47cb5d,openai/qwen3.8-max,,UNSCORED,OUTPUT_MISSING,new6-a1-v1.3-proven-formula-defects,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-qwen-R01,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,NEW6-A-FIN-RESTORE-001-QWEN-R01__Sr3TYH7,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-qwen-R03,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,NEW6-A-FIN-RESTORE-001-QWEN-R03__ayL7Ex5,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-qwen-R02,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,NEW6-A-FIN-RESTORE-001-QWEN-R02__DxsXXEK,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-qwen-R04,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,NEW6-A-FIN-RESTORE-001-QWEN-R04__zYDfVzF,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-qwen-R05,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,NEW6-A-FIN-RESTORE-001-QWEN-R05__8PzycPG,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-codex-R04,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R04__bswnWkn,a636f0a88a28a484a13c0981e35888ab2b9055b17b044b281223d2b1b0ed5bc3,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.8571428571428571"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""0.7111111111111111"", ""R005"": ""1.0""}",92.0793650793650785,90.0976800976800968681318681318681318681318681319,88.7765567765567757802197802197802197802197802198,87.4554334554334546923076923076923076923076923077,True,True,True,True,receipts/B2-codex-R04.json,,
B2-codex-R03,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R03__BwqdpLX,b228afb98433fdc5627ca7a1043519c02f67e62f48c17497004bb1b201f01e77,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.8571428571428571"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""0.8"", ""R005"": ""1.0""}",93.8571428571428565,92.6373626373626368681318681318681318681318681319,91.8241758241758237802197802197802197802197802198,91.0109890109890106923076923076923076923076923077,True,True,True,True,receipts/B2-codex-R03.json,,
B2-codex-R01,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R01__cXmwPuW,8702b452adb46b3dfe5a191528d3738362f99689cb0f9c4826d4cd92591d8d3c,868f3be7850eba7a,gpt-5.6-sol,,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.7857142857142857"", ""R002"": ""1.0"", ""R003"": ""0.8"", ""R004"": ""0.888888888888889"", ""R005"": ""0.6""}",83.5634920634920655,81.9352869352869382967032967032967032967032967033,80.8498168498168534945054945054945054945054945055,79.7643467643467686923076923076923076923076923077,True,True,True,True,receipts/B2-codex-R01.json,,
B2-codex-R07,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R07__ifCHHo3,3e4f00a1867f3640116b13044116e2afb8ca92638dd4299a811aaf321ba54dab,868f3be7850eba7a,gpt-5.6-sol,,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.7857142857142857"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""0.9111111111111111"", ""R005"": ""1.0""}",95.0079365079365075,94.9877899877899873076923076923076923076923076923,94.9743589743589738461538461538461538461538461538,94.9609279609279603846153846153846153846153846154,True,True,True,True,receipts/B2-codex-R07.json,,
B2-codex-R05,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R05__8BRWeXB,261ef53e7274b92f428b2dae6fe23630b931df5ec175df4402b9d42b783a3b47,868f3be7850eba7a,gpt-5.6-sol,,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.8571428571428571"", ""R002"": ""0.75"", ""R003"": ""1.0"", ""R004"": ""0.8"", ""R005"": ""1.0""}",87.6071428571428565,87.8296703296703291758241758241758241758241758242,87.9780219780219776263736263736263736263736263736,88.1263736263736260769230769230769230769230769231,True,True,True,True,receipts/B2-codex-R05.json,,
B2-codex-R08,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R08__LBsp2Nj,c441f555db4632af4d6fbc1e30ba55635fc37387f01a81cc2bd50e3751893b9b,868f3be7850eba7a,gpt-5.6-sol,,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.8571428571428571"", ""R002"": ""0.875"", ""R003"": ""1.0"", ""R004"": ""0.888888888888889"", ""R005"": ""1.0""}",92.5099206349206365,92.7731990231990258791208791208791208791208791209,92.9487179487179521318681318681318681318681318681,93.1242368742368783846153846153846153846153846154,True,True,True,True,receipts/B2-codex-R08.json,,
B2-codex-R06,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R06__qRTJBkD,a19558813523e02c6ab92a93b6edaade6be8edee7adae7bc59dc91d37f5c5815,868f3be7850eba7a,gpt-5.6-sol,,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""0.48611111111111116"", ""R005"": ""1.0""}",89.7222222222222232,85.3174603174603188571428571428571428571428571429,82.3809523809523826285714285714285714285714285714,79.4444444444444464,True,True,True,True,receipts/B2-codex-R06.json,,
B2-codex-R02,B2,new6-b2-three-release-v3,codex,GPT-5.6 sol,N6V3-B2-CODEX-R02__aUyEiMh,cb17e6926480b406e0df753ccc9e59dcb3229513145c549c2ee708d431e6447a,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.8571428571428571"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""0.888888888888889"", ""R005"": ""0.6""}",89.6349206349206365,86.6056166056166082967032967032967032967032967033,84.5860805860805894945054945054945054945054945055,82.5665445665445706923076923076923076923076923077,True,True,True,True,receipts/B2-codex-R02.json,,
B2-claude-R05,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R05__GUFuDWZ,57ad4d33d16e8041f440286d7f0d33dbfc69c80699653c8a3c031ac0f87394d7,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.8571428571428571"", ""R002"": ""0.1"", ""R003"": ""0.7030303030303031"", ""R004"": ""0.09000000000000001"", ""R005"": ""0.8666666666666667""}",47.7329004329004347,46.4758574758574777032967032967032967032967032967,45.6378288378288397054945054945054945054945054945,44.7998001998002017076923076923076923076923076923,False,False,False,False,receipts/B2-claude-R05.json,,
B2-claude-R07,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R07__pPAotRG,48313c50d2a6292abdaf1ce608ff428aa3368370f48a2174c45bc26f6643c42a,763cb251b6b4825d,claude-opus-5,claude-opus-5,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""1.0"", ""R002"": ""0.1"", ""R003"": ""0.6787878787878788"", ""R004"": ""0.3344444444444445"", ""R005"": ""1.0""}",56.15858585858586,57.4992784992785010989010989010989010989010989011,58.3930735930735951648351648351648351648351648352,59.2868686868686892307692307692307692307692307692,False,False,False,False,receipts/B2-claude-R07.json,,
B2-claude-R06,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R06__kv9xD4w,4e5a997adf86fc49b36f0743b27c6e00e382ef7b1289a29cd46ae2baf17c2938,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-claude-R01,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R01__NNRrtEM,012a7da7e27e8397034b432dc4ba33e2449c82c7eae5e2258cc42739c836f766,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-claude-R02,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R02__Gw7ENJr,,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,OUTPUT_MISSING,new6-b2-three-release-v3.2-labelled-code-lists,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-claude-R03,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R03__hQUFHa7,e21a5a79a63354e7ff138345aac37435cb9ff271d1ed8d1b3582a63ddcf7e609,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.8571428571428571"", ""R002"": ""0.7"", ""R003"": ""0.6787878787878788"", ""R004"": ""0.17777777777777778"", ""R005"": ""0.8666666666666667""}",63.8823953823953826,60.0560550560550565714285714285714285714285714286,57.5051615051615058857142857142857142857142857143,54.9542679542679552,False,False,False,False,receipts/B2-claude-R03.json,,
B2-claude-R08,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R08__faPc3Zy,b7948bea0c64d5e497e26776383b69050739b4c644704be9a4ced1a7827dc84d,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-claude-R04,B2,new6-b2-three-release-v3,claude,Opus 5,N6V3-B2-CLAUDE-R04__X239QzV,274e057c0bc987f8dacb6c7a686f3839351910038c3fd23c97b011f7f2c8afb5,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-codex-R04,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R04__UfZoFwd,cb568eb7652ae20ee5c321b3b818e92168760dc2ceed6b69cbd389e24ab90718,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.4304635761589403973509933774834437086093"", ""R002"": ""0.6666666666666666666666666666666666666667"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""0.9565217391304347826086956521739130434783"", ""R006"": ""0.3918918918918918918918918918918918918919""}",80.2280073047421161443620412811314049436735,83.7874303681962766327868544971913817292480769231,86.1603790771657169584033966412313662529644615385,88.5333277861351572840199387852713507766808461538,True,True,True,True,receipts/C1-codex-R04.json,,
