case,task,task_version,system,trial_id,config_id,requested_model,observed_model_ids,model_identity_status,answer_sha256,source,current_judge_version,current_status,status,counts_as_independent_attempt,previous_available_status,previous_judge_version,judge_commit,judge_release,source_score_decimal,judge_evaluated_this_release,judge_version,receipt_origin,reason,original,score_50,score_60,pass_50,pass_60,pass_original,response_identity
C2-qwen-R06,C2,new6-c2-natural-v2,qwen,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__kfEkG6y,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,9b61bb7b40d0f9e705a352502cc110dcdd44b7f6e865b3fe6079a70437af0b68,offline_same_answer_fallback,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,SCORED,True,SCORED,new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.540384615384615384615384615385,True,release_lock:new6-offline-reader-v1,reused_identical_fixed_judge,,0.540384615384615384615384615385,0.41568047337278106508875739645,0.33254437869822485207100591716,False,False,False,REQUESTED_ONLY
A1-qwen-R08,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R08__72fBYCx,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A2-qwen-R08,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__h79kPaS,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A2-qwen-R07,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__Pvf4onL,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A2-qwen-R06,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__XeQo52h,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B1-qwen-R01,B1,new6-b1-v2,qwen,N6GRAMMAR-B1-QWEN-R01__hxBKYFA,43e4a9c77eff4d0f,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,,current,new6-b1-reader-v2.3.1,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
C2-qwen-R05,C2,new6-c2-natural-v2,qwen,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__VRwZ5X2,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,e0f017b34058a27b47c9fd0d393109d901125baedd7ca2c3ff5f9971e4980d99,offline_same_answer_fallback,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,SCORED,True,SCORED,new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.53269230769230769230769230769,True,release_lock:new6-offline-reader-v1,reused_identical_fixed_judge,,0.53269230769230769230769230769,0.409763313609467455621301775146153846153846153846,0.327810650887573964497041420116923076923076923077,False,False,False,REQUESTED_ONLY
A2-qwen-R04,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__PFoKc4n,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,7f34425e01acb47529a65031d4ef87956ba93b0aac73383890977e49e8481bf5,current,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A2-qwen-R01,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__QYQEFZw,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A1-qwen-R06,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R06__APhqSLY,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A1-qwen-R01,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R01__Sr3TYH7,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A1-qwen-R03,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R03__ayL7Ex5,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A1-qwen-R02,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R02__DxsXXEK,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A1-qwen-R04,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R04__zYDfVzF,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A1-qwen-R05,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R05__8PzycPG,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B2-codex-R04,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R04__bswnWkn,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,a636f0a88a28a484a13c0981e35888ab2b9055b17b044b281223d2b1b0ed5bc3,current,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,SCORED,True,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.920793650793650785,True,new6-b2-offline-v3.3-chart-roles,new_fixed_judge,,0.920793650793650785,0.900976800976800968681318681318681318681318681319,0.887765567765567757802197802197802197802197802198,True,True,True,REQUESTED_ONLY
B2-codex-R03,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R03__BwqdpLX,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,b228afb98433fdc5627ca7a1043519c02f67e62f48c17497004bb1b201f01e77,current,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,SCORED,True,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.938571428571428565,True,new6-b2-offline-v3.3-chart-roles,new_fixed_judge,,0.938571428571428565,0.926373626373626368681318681318681318681318681319,0.918241758241758237802197802197802197802197802198,True,True,True,REQUESTED_ONLY
B2-codex-R01,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R01__cXmwPuW,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,8702b452adb46b3dfe5a191528d3738362f99689cb0f9c4826d4cd92591d8d3c,offline_same_answer_fallback,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,SCORED,True,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.835634920634920655,True,new6-b2-offline-v3.3-chart-roles,reused_identical_fixed_judge,,0.835634920634920655,0.819352869352869382967032967032967032967032967033,0.808498168498168534945054945054945054945054945055,True,True,True,REQUESTED_ONLY
B2-codex-R07,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R07__ifCHHo3,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,3e4f00a1867f3640116b13044116e2afb8ca92638dd4299a811aaf321ba54dab,offline_same_answer_fallback,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,SCORED,True,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.950079365079365075,True,new6-b2-offline-v3.3-chart-roles,reused_identical_fixed_judge,,0.950079365079365075,0.949877899877899873076923076923076923076923076923,0.949743589743589738461538461538461538461538461538,True,True,True,REQUESTED_ONLY
B2-codex-R05,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R05__8BRWeXB,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,261ef53e7274b92f428b2dae6fe23630b931df5ec175df4402b9d42b783a3b47,offline_same_answer_fallback,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,SCORED,True,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.876071428571428565,True,new6-b2-offline-v3.3-chart-roles,reused_identical_fixed_judge,,0.876071428571428565,0.878296703296703291758241758241758241758241758242,0.879780219780219776263736263736263736263736263736,True,True,True,REQUESTED_ONLY
B2-codex-R08,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R08__LBsp2Nj,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,c441f555db4632af4d6fbc1e30ba55635fc37387f01a81cc2bd50e3751893b9b,offline_same_answer_fallback,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,SCORED,True,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.925099206349206365,True,new6-b2-offline-v3.3-chart-roles,reused_identical_fixed_judge,,0.925099206349206365,0.927731990231990258791208791208791208791208791209,0.929487179487179521318681318681318681318681318681,True,True,True,REQUESTED_ONLY
B2-codex-R06,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R06__qRTJBkD,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,a19558813523e02c6ab92a93b6edaade6be8edee7adae7bc59dc91d37f5c5815,offline_same_answer_fallback,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,SCORED,True,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.897222222222222232,True,new6-b2-offline-v3.3-chart-roles,reused_identical_fixed_judge,,0.897222222222222232,0.853174603174603188571428571428571428571428571429,0.823809523809523826285714285714285714285714285714,True,True,True,REQUESTED_ONLY
B2-codex-R02,B2,new6-b2-three-release-v3,codex,N6V3-B2-CODEX-R02__aUyEiMh,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,cb17e6926480b406e0df753ccc9e59dcb3229513145c549c2ee708d431e6447a,current,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,SCORED,True,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.896349206349206365,True,new6-b2-offline-v3.3-chart-roles,new_fixed_judge,,0.896349206349206365,0.866056166056166082967032967032967032967032967033,0.845860805860805894945054945054945054945054945055,True,True,True,REQUESTED_ONLY
B2-claude-R05,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R05__GUFuDWZ,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,57ad4d33d16e8041f440286d7f0d33dbfc69c80699653c8a3c031ac0f87394d7,current,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,SCORED,True,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.477329004329004347,True,new6-b2-offline-v3.3-chart-roles,new_fixed_judge,,0.477329004329004347,0.464758574758574777032967032967032967032967032967,0.456378288378288397054945054945054945054945054945,False,False,False,claude-opus-5
B2-claude-R07,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R07__pPAotRG,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,48313c50d2a6292abdaf1ce608ff428aa3368370f48a2174c45bc26f6643c42a,offline_same_answer_fallback,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,SCORED,True,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.5615858585858586,True,new6-b2-offline-v3.3-chart-roles,reused_identical_fixed_judge,,0.5615858585858586,0.574992784992785010989010989010989010989010989011,0.583930735930735951648351648351648351648351648352,False,False,False,claude-opus-5
B2-claude-R06,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R06__kv9xD4w,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,4e5a997adf86fc49b36f0743b27c6e00e382ef7b1289a29cd46ae2baf17c2938,current,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
B2-claude-R01,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R01__NNRrtEM,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,012a7da7e27e8397034b432dc4ba33e2449c82c7eae5e2258cc42739c836f766,current,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
B2-claude-R02,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R02__Gw7ENJr,763cb251b6b4825d,claude-opus-5,['claude-opus-5-thinking-high'],RESPONSE_MODEL_RECORDED,,current,new6-b2-three-release-v3.2-labelled-code-lists,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5-thinking-high
B2-claude-R03,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R03__hQUFHa7,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,e21a5a79a63354e7ff138345aac37435cb9ff271d1ed8d1b3582a63ddcf7e609,current,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,SCORED,True,SCORED,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.638823953823953826,True,new6-b2-offline-v3.3-chart-roles,new_fixed_judge,,0.638823953823953826,0.600560550560550565714285714285714285714285714286,0.575051615051615058857142857142857142857142857143,False,False,False,claude-opus-5
B2-claude-R08,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R08__faPc3Zy,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,b7948bea0c64d5e497e26776383b69050739b4c644704be9a4ced1a7827dc84d,current,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
B2-claude-R04,B2,new6-b2-three-release-v3,claude,N6V3-B2-CLAUDE-R04__X239QzV,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,274e057c0bc987f8dacb6c7a686f3839351910038c3fd23c97b011f7f2c8afb5,current,new6-b2-three-release-v3.2-labelled-code-lists,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
C1-codex-R04,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R04__UfZoFwd,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,cb568eb7652ae20ee5c321b3b818e92168760dc2ceed6b69cbd389e24ab90718,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.802280073047421161443620412811314049436735,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.802280073047421161443620412811314049436735,0.837874303681962766327868544971913817292480769231,0.861603790771657169584033966412313662529644615385,True,True,True,REQUESTED_ONLY
C1-codex-R07,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R07__zaagV2s,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,96c5754f3d12d77269226e510bf8727dfd5136c50855764479a71bab6ee81f44,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.915160193305888670127080723107213173438335,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.915160193305888670127080723107213173438335,0.934738610235298977020831325467087056491026923077,0.947790888188239181616665060373669645192821538462,True,True,True,REQUESTED_ONLY
C1-codex-R05,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R05__SATdX2u,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,d5ab665eee20bbd246b39700f9c2fc5d2e4231f03409f1127512850c63d6e785,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.894065091581647873038601515422707475687605,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.894065091581647873038601515422707475687605,0.918511608908959902337385781094390365913542307692,0.934809287127167921869908624875512292730833846154,True,True,True,REQUESTED_ONLY
C1-codex-R06,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R06__mPDxW4N,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,b4dafcb6c2ddcd8505aed2eb987656387c97ff9007a0808344b7542c00a3295e,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.987998926078396277071773760515482369787005,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.987998926078396277071773760515482369787005,0.990768404675689443901364431165755669066926923077,0.992614723740551555121091544932604535253541538462,True,True,True,REQUESTED_ONLY
C1-codex-R01,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R01__acnPqWB,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,11bfca78c5f8b5a154fcb2530a3cc927a55f3fe4a10067abc9870e12aa5c2206,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.86089284648887297893920410476701867430345,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.86089284648887297893920410476701867430345,0.892994497299133060722464695974629749464192307692,0.914395597839306448577971756779703799571353846154,True,True,True,REQUESTED_ONLY
C1-codex-R02,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R02__dJ3QSJi,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,a50281ab152ad8bfef89ef1d4edaa10407a6a1dfcd10a4e40bf4595f0edd4c40,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.893989973273013871919717010416693687640995,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.893989973273013871919717010416693687640995,0.898386935962519031911488001323878087483034615385,0.901318244422189138572668661928667687377727692308,True,True,True,REQUESTED_ONLY
C1-codex-R03,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R03__ukUzW8M,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,63af0d6488b6a2191e3cbc8779056d1b1ad1b712c57ac6eaf50143ae6f9a8a9b,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.916235087664687434339032381070964428292405,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.916235087664687434339032381070964428292405,0.925532007233706053170493135940875647181457692308,0.931729953613051799058133639187483126440826153846,True,True,True,REQUESTED_ONLY
C1-codex-R08,C1,new6-c1-revision-v2,codex,N6C1V2-CODEX-R08__MEkom2h,868f3be7850eba7a,gpt-5.6-sol,[],REQUESTED_ONLY,b096c904c8a8343d40400d48278272afde5c6bda6f8c44aeb478cf08c64def8e,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.91747857128651830638585605473022691565737,True,new6-c1-offline-v2.5-control-views,reused_identical_fixed_judge,,0.91747857128651830638585605473022691565737,0.936521977912706389527581580561713012044130769231,0.949217582330165111622065264449370409635304615385,True,True,True,REQUESTED_ONLY
C1-claude-R08,C1,new6-c1-revision-v2,claude,N6C1V2-CLAUDE-R08__adwpD6z,d2b93fdc116ca2eb,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,e2d67bc27808e4887d99996b2deecb520ceb6458e68365cfdd55aecb9156f4f2,current,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,SCORED,True,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.435458803174034962114432313107809796551525,True,new6-c1-offline-v2.5-control-views,new_fixed_judge,,0.435458803174034962114432313107809796551525,0.334968310133873047780332548544469074270403846154,0.267974648107098438224266038835575259416323076923,False,False,False,claude-opus-5
